,id,title,city,age,gender,area,desired_wage,work_experience,education_level,languages,skills,about
0,b73ec5a80001fd8c1a0039ed1f46736956594e,Frontend-разработчик,Москва,36,Мужчина,"Программист, разработчик",60000,13.1,Высшее образование,"{'Русский': 'Родной', 'Английский': 'B2'}","['HTML', 'HTML5', 'CSS', 'CSS3', 'JavaScript', 'Git', 'GitHub', 'SASS/SCSS', 'Gulp', 'Bootstrap', 'Figma', 'npm', 'БЭМ', 'Английский язык', 'React', 'Java Script', 'BEM', 'Валидная верстка', 'Семантическая верстка', 'Webpack', 'API', 'REST', 'XML', 'Ajax', 'ReactJS', 'jQuery', 'ES6', 'Адаптивная верстка', 'Кроссбраузерная верстка', 'HTML-верстка', 'Русский — Родной', 'Английский — B2 — Средне-продвинутый']","Добрый день! Меня зовут Тимур. Я веб-разработчик. Я создаю сайты и веб-приложения. Постоянно развиваюсь и изучаю новые технологии. Целеустремлённый, легкообучаем и ответственен, стремление к профессиональному развитию.  Довожу работу до результативного конца. https://www.timur-biker.ru"
0,b7447702000024a3540039ed1f736563726574,Главный бухгалтер,Петропавловск-Камчатский,61,Женщина,Бухгалтер,0,29.11,Высшее образование,"{'Русский': 'Родной', 'Английский': 'B1'}","['1-С', 'клико', 'такском', 'RSbank', 'Консультант плюс', 'Гарант', 'MS Outlook', 'Internet', 'Пользователь ПК', 'Водительское удостоверение категории B', 'Бухгалтерская отчетность', 'Офисная техника', 'Работа с большим объемом информации', 'Управление персоналом', 'Русский — Родной', 'Английский — B1 — Средний']",No information
0,b75d88dc00080f41390039ed1f6b4a55546e53,Главный механик,Петропавловск-Камчатский,57,Мужчина,Механик,0,35.1,Высшее образование,{'Russian': 'Native'},"['Уверенный пользователь ПК', 'Русский — Родной']","Опыт управления персоналом. Знание техники. Быстрая адаптация к новым ситуациям. Легко обучаем, грамотно распределяю нагрузки и планирую рабочее время. Коммуникабелен, исполнителен, честен, порядочен, с людьми общителен."
0,b766e6880002903ff60039ed1f494d44303636,Контент-менеджер,Москва,26,Мужчина,"['SMM-менеджер, контент-менеджер', 'Журналист, корреспондент']",0,3.5,Высшее образование,"{'Русский': 'Родной', 'Азербайджанский': 'C2', 'Английский': 'C1', 'Китайский': 'A1', 'Турецкий': 'B1'}","['MS Office', 'Google Docs', 'Google Sheets', 'Slack', 'Adobe Illustrator', 'Figma', 'Jira', 'Русский — Родной', 'Азербайджанский — C2 — В совершенстве', 'Английский — C1 — Продвинутый', 'Китайский — A1 — Начальный', 'Турецкий — B1 — Средний']","Тексты: journaling.tilda.ws

Навыки:
– MS Office (Excel, PowerPoint, Word);
– Google Sheets, Documents
– Figma, Illustrator 
– Грамотная речь на русском и английском языке;
– Компетентный, дружелюбный, не пугают дедлайны, открыт новым знаниям и опыту."
0,b778543200056d44170039ed1f38754a373957,Менеджер склада,Нахабино,43,Мужчина,"['Другое', 'Кладовщик']",65000,17.1,Образование,{'Russian': 'Native'},"['Складской Учет', 'Складская логистика', 'Инвентаризация', 'Учет товаров', 'Приемка груза', 'Работа с ТМЦ', 'Проведение инвентаризаций', 'Учет остатков', '1С: Торговля и склад', 'Управление складом', 'Русский — Родной']","Ответственный,комуникабельный,легко обучаемый, пунктуальный, не конфликтный."
0,b7b78f1200050bc5d20039ed1f6f7a486c4143,Инженер технической поддержки,Архангельск,50,Мужчина,Специалист технической поддержки,60000,13.3,Высшее образование,"{'Русский': 'Родной', 'Английский': 'B2'}","['Гибкость', 'Техническое обслуживание', 'Сборка ПК', 'Монтаж оборудования', 'Настройка ПО', 'Монтаж инженерных систем', 'Водительское удостоверение категории BC', 'Системы видеонаблюдения', 'Электрические системы и слаботочные системы', 'Работа с электроинструментом', 'Видеоконференцсвязь', 'Установка и настройка программного обеспечения', 'Работа с паяльным оборудованием', 'Настройка торгового оборудования', 'Знание аппаратной части ПК', 'Компьютерная техника', 'Кассовое оборудование', 'Знание компьютерного железа', 'Сборка и настройка ПК', 'СКУД', 'Диагностика неисправностей', 'Замена комплектующих', 'Пайка BGA', 'Установка оборудования', 'Компьютерная техника и комплектующие', 'Установка драйверов', 'ИБП', 'Русский — Родной', 'Английский — B2 — Средне-продвинутый']","наличие автомобиля, водительский стаж с 2008 г."
0,b7edec6500029e8d9b0039ed1f486d66517278,Специалист,Волгоград,31,Мужчина,"Менеджер по продажам, менеджер по работе с клиентами",35000,7.1,Высшее образование,"{'Русский': 'Родной', 'Английский': 'A1'}","['способность работать в команде. способность к быстрому обучению', 'Русский — Родной', 'Английский — A1 — Начальный']","Быстрая обучаемость, внимательность, умение работать в команде, добросовестность."
0,b878eb930007fa4bc90039ed1f306746396b58,Персональный Ассистент,Ташкент,27,Мужчина,"Секретарь, помощник руководителя, ассистент",10000000,3.1,Среднее специальное образование,"{'Русский': 'Родной', 'Английский': 'A1', 'Узбекский': 'A1'}","['Организация мероприятий', 'Деловое общение', 'Управление офисными водителями', 'Заключение договоров', 'Персональный ассистент', 'Работа с первыми лицами компании', 'Многозадачность', 'Водительское удостоверение категории B', 'Проведение переговоров на уровне первых лиц', 'Урегулирование конфликтов', 'Телефонные переговоры', 'Протоколирование', 'Организация и контроль работы персонала', 'Жизнеобеспечение офиса', 'Работа с конфиденциальной информацией', 'Контроль исполнения договоров', 'Работа с юридическими документами', 'Уверенное владение компьютером', 'Работа с кассой', 'Работа с оргтехникой', 'MS Office', 'Знание устройства автомобиля', 'Исполнение личных поручений руководителя', 'Контроль исполнения решений', 'исполнение поручений руководителя', 'первичный документооборот', 'Русский — Родной', 'Английский — A1 — Начальный', 'Узбекский — A1 — Начальный']","•Адаптивность;
•Познавательная активность и интерес к своей работе;
•Умение предугадывать настроение и потребности;
•Планирование и организованность;
•Владение передовыми компьютерными технологиями;
•Соблюдение конфиденциальности, обеспечение работы руководителя и компании;
•Уверенный пользователь ПК и офисных программ;
•Грамотная устная и письменная речь;
•Навыки проведения мероприятий;
•Организаторские способности;
•Знание делового этикета;
•Опыт по ведению кассовых, приходно-расходных документов;
•Умение мотивировать персонал;
•Навык ведения переговоров и деловой переписки;
•Умение разрешать конфликтные ситуации;
•Навыки обеспечения жизнедеятельности офиса;
•Навыки общения с клиентами;
•Навыки работы в программе 1С."
0,b89a58f300021e21b60039ed1f594557656d69,Инженер,Казань,33,Мужчина,"Инженер-конструктор, инженер-проектировщик",80000,10.9,Высшее образование,"{'Русский': 'Родной', 'Английский': 'A1'}","['Удостоверение тракториста машиниста категории BC', 'Русский — Родной', 'Английский — A1 — Начальный']","Умение работать в команде, стрессоустойчивость, доброжелательность, способность строить хорошие отношения с людьми."
0,b8a1617b00040bae350039ed1f46676b687864,Промоутер-консультант,Тамбов,32,Мужчина,"Продавец-консультант, продавец-кассир",140000,12.1,Среднее специальное образование,{'Russian': 'Native'},"['Водительское удостоверение категории BC', 'Работа в команде', 'Знание устройства автомобиля', 'Консультативные продажи', 'Ремонтные работы', 'Личный автомобиль', 'Активные продажи', 'Обучение и развитие', 'Квалификация клиентов', 'Консультирование', 'Оценка потребностей клиентов', 'Навыки продаж', 'Грамотная речь', 'Планирование продаж', 'Русский — Родной']",Есть опыт ремонта отечественных автомобилей.
0,b8bad8300008bc5ca30039ed1f303857784a4c,Инженер по эксплуатации газового,Обнинск,43,Мужчина,Инженер по эксплуатации,0,17.1,Высшее образование,"{'Русский': 'Родной', 'Английский': 'B1'}","['Коммуникативные, аналитические, организационные', 'Ответственность', 'Порядочность', 'Дисциплинированность', 'Русский — Родной', 'Английский — B1 — Средний']",No information
0,b8c9075c00027ce8b60039ed1f374435716167,Техник связи,Лосино-Петровский,37,Мужчина,Специалист технической поддержки,80000,14.11,Неоконченное высшее образование,"{'Русский': 'Родной', 'Английский': 'A1'}","['Настройка ПО', 'Настройка ПК', 'Настройка сетевых подключений', 'Ремонт ПК', 'Windows 7', 'Техническое обслуживание', 'Windows Xp', 'MS PowerPoint', 'Internet', 'Пользователь ПК', 'Работа в команде', 'Сборка ПК', 'Windows10', 'Установка видеонаблюдения', 'Русский — Родной', 'Английский — A1 — Начальный']",No information
0,b94a0beb0005fb3fe40039ed1f31726758544d,Главный эксперт службы безопасности,Москва,50,Мужчина,Специалист службы безопасности,140000,19.8,Высшее образование (Бакалавр),"{'Русский': 'Родной', 'Немецкий': 'A1'}","['Выявление и пресечения преступлений в сфере экономики и правонарушений в сфере экологии', 'Русский — Родной', 'Немецкий — A1 — Начальный']","Владею навыками: оперативного принятия и реализации управленческих решений, организации и обеспечения выполнения задач, ведения деловых переговоров, публичных выступлений,  эффективного планирования рабочего времени,  работы со служебными документами."
0,b9629f390007ea32960039ed1f733161423258,Водитель персональный,Красногорск,50,Мужчина,Водитель,110000,20,Среднее специальное образование,"{'Русский': 'Родной', 'Немецкий': 'A2'}","['Профессиональное владение автомобилем, знание ПК.', 'Русский — Родной', 'Немецкий — A2 — Элементарный']","Дисциплинорован, пунктуален, ответственнен, коммуникабелен и стрессоустойчив."
0,b97c46cc000430825a0039ed1f6d4f71726754,Монтажник связи,Минск,41,Мужчина,"['Электромонтажник', 'Сетевой инженер', 'Системный инженер', 'Монтажник']",2000,21,Среднее специальное образование,{'Russian': 'Native'},"['Телефонные переговоры', 'Монтаж оборудования', 'Электрические системы и слаботочные системы', 'Прокладка кабелей', 'Сборка ПК', 'Настройка сетевых подключений', 'Поиск информации в интернет', 'Настройка ПК', 'Выездное обслуживание', 'Русский — Родной']","Стрессоустойчивый, легко нахожу общий язык, легкообучаем, имеется личный автомобиль, исполнителен, пунктуален, к любой работе отношусь ответственно. Есть постоянная регистрация. Опыт работы техником связи более 20 лет. Уверенный пользователь ПК.  Имеется удостоверение фрезеровщика 3 разряда, электрогазосварщика. Сертификат на высотные работы. Увлекаюсь радиоэлектронной техникой, ремонтом авто. Умею читать чертежи. Большое желание работать. Готов к обучению новым профессиям."
0,b9a30ea20003d455b90039ed1f497573567838,Жестянщик,Владивосток,38,Мужчина,Другое,25000,5.1,Среднее специальное образование,{'Russian': 'Native'},Русский — Родной,В последнее время нахожусь в поисках работы.
0,b9d13d0700064572ab0039ed1f5a5330444e76,3D artist / 3D Моделлер,Екатеринбург,27,Мужчина,"['Тестировщик', 'Гейм-дизайнер', 'Другое', 'Архитектор', 'Дизайнер, художник']",50000,3.1,Высшее образование,"{'Русский': 'Родной', 'Английский': 'A1'}","['Adobe Photoshop', 'Adobe Premier Pro', 'Ручная графика', 'Рисунок', 'Blender 3D', '3D Моделирование', 'Blender', 'Substance Painter', 'Unreal Engine', 'Gamedev', 'Разработка компьютерных Игр', 'Adobe Substance 3D Painter', 'Low poly', 'Скульптинг', 'Ретопология', 'Дизайн персонажей', 'UV mapping', 'Рисунок от руки', 'Autodesk Maya', 'Unity', 'Текстурирование', '3D', 'Photoshop', 'Marmoset Toolbag', 'Unreal Engine 4', 'SketchUp', 'Портрет', 'Скетчинг', 'Концепт-арт', 'Русский — Родной', 'Английский — A1 — Начальный']","Работаю в сфере 3D моделирования и Архитектуры.
(I work in 3D modeling and Architecture)

Создаю (Creating):
- Модели различной сложности и направлений
- Сцены окружения
- Архитектурные решения
- Визуализации

Личные качества (Personal qualities):
-Ответственность (Responsibility)
-Пунктуальность (Punctuality)
-Обучаемость (Learning ability)

Навыки (Skills):
-Blender
-Substance Painter
-Marmoset Toolbag
-Adobe Photoshop
-Unreal Engine
-SketchUp
-Adobe Illustrator
-Archicad
-Adobe Primier Pro
-Revit

Портфолио ""3d художника"" (Portfolio ""3d artist""):
-https://alderenax.artstation.com/

Портфолио ""Архитектора"" (Portfolio Architect's):
-https://drive.google.com/open?id=1XIvr0Sm40elhembbW6r3vwgmxgp_9Daz
-https://drive.google.com/open?id=1w4fYsPPZi3z8-Fg_-TzvpPWtbBtfWa_O
""Реальные проекты"" (""Real Projects""):
-https://drive.google.com/open?id=1VlQbfpBJrhMHVLYCGbNAtYRSyyauMtm7
-https://drive.google.com/open?id=1szJlBMHVkdNq2n3976R5LtQBpPjX5V2Z
-https://drive.google.com/open?id=1BqVFo8OkbSCuVoVcTCgfIyZIShFV7mKy
-https://drive.google.com/open?id=1bQUifMX44Ofq_WGVhgHikwbmx-LcFGJ1
-https://drive.google.com/open?id=1q4c9Le8jDFzEmzWmgJIKiqUiMd8KgRbh"
0,b9f79b690006f9efd00039ed1f326a6946634d,Рерайтер,Москва,29,Женщина,"['Методист', 'Администратор', 'Копирайтер, редактор, корректор', 'Учитель, преподаватель, педагог']",100000,5.11,Высшее образование (Магистр),{'Russian': 'Native'},"['Коммуникабельность', 'Ответственность', 'Грамотная речь', 'Грамотность', 'Организаторские навыки', 'Деловая переписка', 'Креативность', 'Телефонные переговоры', 'Написание текстов', 'Русский — Родной']","На предыдущем месте работы выполняла нижеуказанные разделы:

- Вычитка текстов и документов

- Исправление орфографических, пунктуационных и стилистических ошибок

- Проверка правильности оформления оглавлений, заголовков, списков, таблиц, рисунков, служебных страниц

- Проверка правильности написания терминов и сокращений

- Контроль оформления документов в соответствии с фирменным стилем компании

- Сверка текстов после верстки или внесения правок в макеты книг, журналов

- Ведение переговоров с заказчиками 

Внимание! Подробное портфолио работ отправлю на электронную почту

Опыт работы с крупными компаниями 

Рассматриваю варианты основной, проектной работы"
0,ba947db30007346a3b0039ed1f766461794c63,Штуатур ,Таганрог,43,Мужчина,Другое,120000,19.8,Образование,{'Russian': 'Native'},"['Строительно-отделочные работы', 'Русский — Родной']",No information
0,babf9ad4000119b6910039ed1f50687a393143,Графический дизайнер,Москва,0,Мужчина,"Дизайнер, художник",50000,16.7,Неоконченное высшее образование,"{'Русский': 'Родной', 'Английский': 'B1'}","['Обучаемость', 'Русский — Родной', 'Английский — B1 — Средний']","Григорий
04.06.1980 г.
Москва ЦАО

В 1999 году поступил в ФКН УРАО(Факультет Компьютерных Наук Российской Академии Образования)
завершил обучение в 2003 г. курсовые работы: ""Компьютерный дизайн"".
В 2004 г. окончил компьютерные курсы при факультете МАИ ""Комета"", работа в системе CorelDRAW
В 2005 г. окончил полный курс в НОУ""АРТ"" (Photoshop, illustrator), присвоена квалификация:
""Специалист по графическому дизайну"".
На данный момент ищу постоянную, временную или удалённую работу

ссылка на портфолио:https://cloud.mail.ru/public/pQeg/4TDT5QqT8"
0,bae401f20001d884140039ed1f6b3059497634,Координатор,Уральск,41,Мужчина,"['Другое', 'Монтажник', 'Слесарь, сантехник']",0,18.4,Высшее образование,"{'Казахский': 'Родной', 'Английский': 'A1', 'Русский': 'C2'}","['Казахский — Родной', 'Английский — A1 — Начальный', 'Русский — C2 — В совершенстве']","Личные качества: Целеустремленный, пунктуальный, ответственный, коммуникабельный, умение работать в команде, умение принимать самостоятельное решение со знанием дела 
Хобби: Люблю читать, слушать легкую музыку.
Цель: Найти перспективную работу. Развиваться в профессиональном плане, финансовую стабильность, быть частью команды профессионалов. БЫСТРО ОБУЧАЕМ И ПРИ НЕОБХОДИМОСТИ ГОТОВ К ПЕРЕКВАЛИФИКАЦИИ"
0,bb05846100075240260039ed1f6e735a795573,Разнорабочий,Брест,30,Мужчина,"['Упаковщик, комплектовщик', 'Грузчик', 'Оператор производственной линии', 'Разнорабочий']",1000,11.8,Среднее образование,{'Russian': 'Native'},"['Обучаемость', 'Выносливость', 'Умение работать в команде', 'Стрессоустойчивость', 'Внимательность', 'Честность', 'Быстрая обучаемость', 'Трудолюбие', 'Работа в команде', 'Работоспособность', 'Готовность к физическим нагрузкам', 'Физически вынослив', 'Аккуратность', 'Физическая сила', 'Быстрая ходьба', 'Скорость и оперативность', 'Мобильность', 'Уверенный пользователь ПК', 'Электронная почта', 'MS Office', 'Internet', 'MS Excel', 'MS Word', 'Упаковка', 'Выкладка товаров', 'Сбор заказов', 'Приемка товара', 'Работа на складе', 'Велосипед', 'Умение ориентироваться по карте', 'Русский — Родной']",Учусь быстро. Работаю на совесть!
0,bb0d05c50001feb1c70039ed1f595862454c56,Штатный фотограф,Москва,37,Женщина,"['Фотограф, ретушер', 'Видеооператор, видеомонтажер']",0,16.7,Высшее образование,"{'Русский': 'Родной', 'Английский': 'C1', 'Иврит': 'A2'}","['Adobe Photoshop', 'Фотография', 'Репортажная фотосъемка', 'Портретная фотосъемка', 'Видеомонтаж', 'Видеосъемка', 'Final Cut', 'Постановочная фотография', 'Работа в команде', 'Фотомонтаж', 'Обработка изображений', 'Креативность', 'Ориентация на результат', 'Photography', 'Студийная фотосъемка', 'Adobe Lightroom', 'Английский язык', 'Управление проектами', 'Пользователь ПК', 'Ведение переговоров', 'Организаторские навыки', 'Грамотная речь', 'Организация мероприятий', 'Обучение персонала', 'Русский — Родной', 'Английский — C1 — Продвинутый', 'Иврит — A2 — Элементарный']","Профессиональные навыки:
Фотография:
Композиция, экспозиция, чувство цвета и стиля, жанр, репортаж, Adobe Photoshop, владение технологией проявки начала 20 века.
Операторские: 
Основы операторского искусства, документальная съемкa, Final Cut Pro, работа в команде, режиссура монтажа.

Построение кадра, расчет экспозиции (мануальный режим), светотехника, выбор оптики в соответствии с задачами, создание сценария, управление съемочным процессом, полный препродакш съемки, монтажный лист, технический монтаж, работа со звукорежиссером, взаимодействие с заказчиками в процессе создания продукта.

Работоспособна, готовa тщательно работать над длительными проектами.

О себе: читаю, изучаю феномен кино, иврит, культуру и традицию Ближнего Востока.

Портфолио: https://docs.google.com/presentation/d/1clV1qDTtRw08_ueoI45lf0A0BJErkJaaqoI-oSfnS-U/edit?fbclid=IwAR1Jd0w6aTfvETsPHFUTNSnpsZ_KkqgulBVPLn7DsKF9L0on9fIZbJRGYrQ#slide=id.g164e6e64b9c_0_61
"
0,bb3aa32800012a61120039ed1f796747676574,Электрик,Москва,51,Мужчина,Электромонтажник,230000,27.1,Высшее образование,"{'Русский': 'Родной', 'Английский': 'C1'}","['Русский — Родной', 'Английский — C1 — Продвинутый']","организовывать производственный процесс.

достигать поставленных целей.

добиваться успеха."
0,bb97c6ef00076543cd0039ed1f636d756c6f45,No information,No information,0,No information,No information,0,0,No information,{'Russian': 'Native'},No information,No information
0,bba37a230000103d2d0039ed1f736563726574,Юрист OR юрисконсульт,Москва,38,Женщина,Юрисконсульт,0,16.7,Высшее образование,"{'Русский': 'Родной', 'Английский': 'C1'}","['Работоспособность', 'Русский — Родной', 'Английский — C1 — Продвинутый']","опытный пользователь ПК (Word, Excel, PowerPoint, базы данных Lotus Notes)  Internet, работа со справочно-правовыми системами Гарант, Консультант Плюс.
коммуникабельна, быстро обучаема, исполнительна,целеустремленна, трудолюбива, способна работать в стрессовых ситуациях, работоспособна, несклонна к конфликтам, открыта для изучения новых сфер деятельности.
Также обладаю таким качествами как стрессоустойчивость, креативность, готовность помочь коллегам по рабочим вопросам и оказать помощь новым коллегам в их обучении и адаптации к внутреннему рабочему процессу ЮД и установленным внутри банка (компании) требованиям.

Курсовые работы: 
2002-2003 гг.:
«Соотношение публичного и частного права».
Научный руководитель: к.ю.н. доц. Лубенченко К.Д.

2003-2004 гг.:
«Права акционеров».
Научный руководитель: к.ю.н. доц. Козлова Н.В.
 
2004-2005 гг.: 
«Правовое регулирование деятельности акционерного общества на рынке ценных бумаг».
Научный руководитель: д.ю.н. проф. Губин Е.П.
2005-2006 гг.:
«Реорганизация акционерного общества в форме слияния и присоединения».
Научный руководитель: д.ю.н. проф. Губин Е.П.

2007г.:
Дипломная работа ""Правовые формы слияния и поглощения акционерных обществ"". 
Научный руководитель: д.ю.н. проф. Губин Е.П.(Защита на отлично). 

Сфера интересов:
гражданское право (в т.ч. корпоративное право, акционерное право, предпринимательское право, банковское право и др.)."
0,bbc669cb0003efee160039ed1f6243416e7038,Инженер,Пермь,34,Мужчина,"['Инженер по охране труда и технике безопасности, инженер-эколог', 'Геолог', 'Инженер по эксплуатации', 'Инженер по качеству', 'Сервисный инженер, инженер-механик']",0,8.1,Высшее образование,{'Russian': 'Native'},"['Водительское удостоверение категории B', 'Умение работать в команде', 'Умение работать в коллективе', 'Точность и внимательность к деталям', 'Грамотная речь', 'Работа с оргтехникой', 'Ориентация на результат', 'Русский — Родной']","Не женат, детей нет.

Готов к переезду,  командировкам и вахтовому методу работы. 

Молодой, обучаемый, ответственный, исполнительный, неконфликтный.

Без вредных привычек, проблем со здоровьем и проблем с законом."
0,bbdb5bad0007811b4d0039ed1f703049514778,семейный водитель с проживанием у работодателя в Москве,Владимир,62,Мужчина,Водитель,0,31.1,Высшее образование,"{'Русский': 'Родной', 'Английский': 'C1'}","['опыт с 1988г, водитель', 'в Москве работал на а/м премиум класса,ездил быстро,но без протоколов', 'работал водителем в семьях иностранцев, подданных Японии и Франции', 'Русский — Родной', 'Английский — C1 — Продвинутый']",No information
0,bbfc6a2800041d4c570039ed1f4d467a30465a,Руководитель,Краснодар,43,Мужчина,Руководитель филиала,180000,21.1,Высшее образование,"{'Русский': 'Родной', 'Английский': 'A1', 'Немецкий': 'A1'}","['Ответственность', 'Организаторские навыки', 'Проведение внутренних расследований', 'Деловая коммуникация', 'Внутренний контроль', 'Экономическая безопасность', 'Взаимодействие с правоохранительными органами', 'Подбор персонала', 'Аудит безопасности', 'Руководство коллективом', 'Русский — Родной', 'Английский — A1 — Начальный', 'Немецкий — A1 — Начальный']","Располагаю обширными связями в правоохранительных органах. Имею положительный опыт взыскания просроченной дебиторской задолженности и организации безопасности в кредитной организации. Опыт проведения переговоров. Организация профессиональной подготовки  в коллективе. Решение поставленных задач в команде. Поиск, подбор и оценка кадрового резерва. Анализ оперативной обстановки.

Опытный пользователь ПК: MSOfficeXP (Word, Excel), Консультант, Гарант.

Имею опыт вождения ТС, категории  «В» (стаж с 2003 г.)"
0,bc2e876900044f515d0039ed1f67726650766f,Фасовщица-упаковщица,Пермь,37,Женщина,"Упаковщик, комплектовщик",27000,2.1,Среднее специальное образование,{'Russian': 'Native'},"['Работа в команде', 'Упаковка', 'Сортировка', 'Фасовка', 'Электронная почта', 'Работа на конвейерной линии', 'Проверка товара на брак', 'Русский — Родной']",В последние годы находилась в декретном отпуске.
0,bc460a4a000840a6bf0039ed1f5a4b33524b30,Фитодизайнер/дизайнер,Москва,24,Женщина,"['Агроном', 'Дизайнер, художник', 'Копирайтер, редактор, корректор']",0,4.11,Высшее образование (Бакалавр),"{'Русский': 'Родной', 'Английский': 'B1'}","['Работоспособность', 'Креативность', 'Adobe Photoshop', 'MS PowerPoint', 'Пользователь ПК', 'AutoCAD', 'Деловая переписка', 'Грамотность', 'Организаторские навыки', 'ScetchUp', 'Работа в команде', 'Дизайн интерьера', 'Управление проектами', 'Дизайн', 'Разработка концепции', 'Русский — Родной', 'Английский — B1 — Средний']","Уход за растениями - это особый вид заботы, который может приносить много удовольствия и пользы. Вот несколько причин, по которым я начинала развиваться в сфере ухода за растениями:

1. Растения помогают создать уютный и здоровый дом, офис: они адсорбируют вредные вещества из воздуха и улучшают его качество, а также декорируют комнату и создают приятную атмосферу.

2. Растения способствуют стабилизации настроения: уход за растениями может снижать уровень стресса и улучшить настроение и продуктивность.

3. Уход за растениями - это увлекательное занятие: вы можете не только наслаждаться красотой растений, но и постоянно изучать новые виды и приемы ухода за ними.

4. Развитие навыков: уход за растениями может развивать такие навыки как терпение, творческое мышление, умение наблюдать за процессом роста и развития растений, а также улучшить вашу способность к самообучению и саморазвитию.

Забота о растениях может иметь не только эстетическую, но и эмоциональную и практическую ценность.

Личные качества: 
Творческое мышление, креативность. 
Развитое чувство вкуса и стиля. 
Владение навыками тайм-менеджмента. Ответственный подход к работе.
Внимание к деталям 
Высокая мотивация к достижениям результатов 
Гибкость, умение адаптироваться к разным стилям, открытость для новых идей. 
Коммуникабельность, способность к командной работе. 
Любовь к живой природе, экологическая осведомленность."
0,bc4c60f900014d00740039ed1f796873486e54,Начальник участка - энергетика. Руководитель проекта-энергетика.,Санкт-Петербург,38,Мужчина,"['Руководитель проектов', 'Инженер-энергетик, инженер-электрик']",100000,15.1,Высшее образование,"{'Русский': 'Родной', 'Английский': 'B1', 'Французский': 'B1'}","['Договорная работа', 'Организаторские навыки', 'Управление производством', 'Целеустремленность', 'Деловая коммуникация', 'Управление проектами', 'Управленческие навыки', 'Производство строительно-монтажных работ', 'Водительское удостоверение категории BC', 'Управление производственным персоналом', 'Управление персоналом', 'Работа в команде', 'Ведение переговоров', 'AutoCAD', 'MS Office', 'Руководство проектом', 'Чтение электросхем', 'Корректировка проектной документации', 'Поиск подрядчиков', 'Русский — Родной', 'Английский — B1 — Средний', 'Французский — B1 — Средний']","Активность, целеустремленность. Вредных привычек не имею. Женат.
Осуществлял строительство  таких объектов как: 
ПС Левобережная г. Тольятти (монтаж КРУЭ 110кВ ""Хендай Хэви Индастриз"" с корейским шеф-инженером), строительство ПС 110кВ ""Фетищево "" г. Подольск с 0 и до сдачи МОЭСКу, строительство ПС330кВ Губкин с 0 и до 70% готовности, замена оборудования и панелей РЗА на ПС ""Гумрак"" г. Волгоград, реконструкция ВЛ220кВ Кировская, ВЛ 35кВ в габаритах 220кВ Кировская-Химпром 1,2,  участвовал в строительстве ВЛ750кВ Ленинградская-Белозерская, реконструкция трех подстанций 220кВ в Ярославле - Ярославская, Тверицкая, Тутаев и многое другое... 
В настоящее время заканчиваю  объект ПС 220кВ ""Купчинская"" г. Санкт-Петербург. 
   Обязанности, которые выполнял на предыдущих и текущем месте работы:
• Проверка исполнительной документации;
• Проверка-соотношение фактически выполненных объемов работ подрядчиков с реальным фактом, проверка смет;
• Заключение и ведение сопутствующих договоров;
• Поиск и привлечение специалистов на нестандартные и
узкоспециализированные работы; 
• Определение состава работ, необходимых для достижения целей проекта
• Оценка потребности в материальных ресурсах, включая финансовые, необходимых для выполнения работ;
• Полный цикл общения с заказчиком, поиск компромиссов в нестандартных ситуациях;
• Определение последовательности выполнения работ и оценка их продолжительности (календарное планирование проекта);
• Принятие решения об использовании бюджета для финансирования работ проекта, в соответствии с утвержденными документами планирования;
• Определение потребности в необходимости привлечения контрагентов,  переговоры, процедуры отбора, подготавливал контракты и принимал решения о необходимости их заключения для проекта, администрирование контрактов;
• Оценка статуса проекта и актуализация документов планирования в соответствии с текущим состоянием работ, а также предоставление отчетной документации и информации соответствующим заинтересованным сторонам;
• Обеспечение разработки документов, необходимых для выполнения проекта (в т.ч. участниками рабочей группы).
Контроль проектных работ.
Подготовительные работы к основному строительству."
